Gemeinde,Ort,PLZ,Strasse / Nr.,Ensemble,Objekt,GVZ Nr.,Einstufung,Festsetzung,Erlass,Schutz,Grundbucheintrag
Turbenthal,Turbenthal,8488,St. Gallerstrasse 6,Turbenthal: Stiftung Schloss Turbenthal,Schlossscheune,22800445,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,19/4/1991
Turbenthal,Turbenthal,8488,St. Gallerstrasse 6a.1,Turbenthal: Stiftung Schloss Turbenthal,Waschhaus,22800446,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Turbenthal,Turbenthal,8488,St. Gallerstrasse 8,Turbenthal: Stiftung Schloss Turbenthal,Schloss,22800447,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,11/3/1993
Turbenthal,Turbenthal,8488,Tösskanal,"Turbenthal: Wasserrecht Winterthur 203, sog. «Tössgewerbekanal»; Turbenthal: Ehem. Spinnerei Boller, Winkler & Cie., Turbinenhaus und Tössgewerbekanal",Tössgewerbekanal,22800018,regional,,Inventarbeschrieb WR_Winterthur 203,-,
Turbenthal,Turbenthal,8488,Tösstalstrasse 10; Tösstalstrasse 12; Tösstalstrasse 8,Turbenthal: Fabrikensemble Fridtal,Arbeiterwohnhaus 2 von 1904,22800221,regional,,,-,
Turbenthal,Turbenthal,8488,Tösstalstrasse 13; Tösstalstrasse 15; Tösstalstrasse 13a,Turbenthal: Fabrikensemble Fridtal,Webereigebäude von 1906,22800192,regional,,,-,
Turbenthal,Turbenthal,8488,Tösstalstrasse 14,Turbenthal: Fabrikensemble Fridtal,Spinnereigebäude von 1832-1837 mit Maschinenhaus (ehem. Vers. Nr. 61),22800060,regional,,,-,
Turbenthal,Turbenthal,8488,Tösstalstrasse 14 bei,Turbenthal: Fabrikensemble Fridtal,Wasserkraftanlage Friedthal. Überreste. Wasserrecht Winterthur Nr. 62. 1986 gelöscht! Schutzzweck siehe Inventarbeschrieb zu WR 203,22800060,regional,,,-,
Turbenthal,Turbenthal,8488,Tösstalstrasse 17,Turbenthal: Fabrikensemble Fridtal,Remise/Wohnhaus von 1837,22800065,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Turbenthal,Turbenthal,8488,Tösstalstrasse 19,Turbenthal: Fabrikensemble Fridtal,Wohn- und Waschhaus von 1848,22800066,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Turbenthal,Turbenthal,8488,Tösstalstrasse 2; Tösstalstrasse 4,Turbenthal: Fabrikensemble Fridtal,Arbeiterwohnhaus 3 von 1920,22800236,regional,,,-,
Turbenthal,Turbenthal,8488,Tösstalstrasse 21,Turbenthal: Fabrikensemble Fridtal,Fabrikantenvilla von 1837,22800070,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Turbenthal,Turbenthal,8488,Tösstalstrasse 21 bei,Turbenthal: Fabrikensemble Fridtal,Brunnen,,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Turbenthal,Turbenthal,8488,Tösstalstrasse 21.1,Turbenthal: Fabrikensemble Fridtal,Gartenhaus von 1864,22800069,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Turbenthal,Turbenthal,8488,Tösstalstrasse 48,Turbenthal: Fabrikanlage Eskimo Hutzikon,"Fabrikantenvilla, ehem.",22800032,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,18/7/1975
Turbenthal,Turbenthal,8488,Tösstalstrasse 48 bei,Turbenthal: Fabrikanlage Eskimo Hutzikon,Brunnen,,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Turbenthal,Turbenthal,8488,Tösstalstrasse 6,Turbenthal: Fabrikensemble Fridtal,Arbeiterwohnhaus 1 von 1907,22800199,regional,,,-,
Turbenthal,Turbenthal,8488,Tösstalstrasse 65,,"Wohlfahrtshaus, ehem. Gasthof «Hirschen»",22800151,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,20/7/1978
Turbenthal,Turbenthal,8488,Tösstalstrasse 68,,Methodistenkirche,22800179,regional,,,-,
Turbenthal,Turbenthal,8488,Tösstalstrasse 90,Turbenthal: Pfrundliegenschaften,"Ehem. Wohnhaus mit Post, heute Kirchgemeindehaus",22800374,-,,,PD,5/12/1983
Turbenthal,Turbenthal,8488,Tösstalstrasse 90a,Turbenthal: Pfrundliegenschaften,Pfarrkiche,22800371,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,8/1/1981
Turbenthal,Turbenthal,8488,Tösstalstrasse 92,,"Gasthof Bären, ehem.",22800376,-,,,PD,28/2/1984
Turbenthal,Turbenthal,8488,,,"Brunnen, ehem. Kloster Töss  (bei Vers. Nr. 0642/0643)",,regional,,,-,
Uetikon am See,Uetikon am See,8707,Alte Landstrasse,,"Alte Landstrasse mit Stützmauer, auf der Höhe Mülirain",,kantonal,,,ÖREB,27/9/2016
Uetikon am See,Uetikon am See,8707,Alte Landstrasse 103,"Uetikon am See: Chem. Fabrik Uetikon, Fabrikareal",Fabrikgebäude,15900383,kantonal,,,-,
Uetikon am See,Uetikon am See,8707,Alte Landstrasse 117,Uetikon am See: Wohnhaus,Hausteil 1,15900389,regional,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil",ÖREB,8/5/2014
Uetikon am See,Uetikon am See,8707,Alte Landstrasse 117a,Uetikon am See: Wohnhaus,Schopf,15900389,regional,20/9/1998,BDV Nr. 570/1999 Einzelaufstufung,ÖREB,8/5/2014
Uetikon am See,Uetikon am See,8707,Alte Landstrasse 119,Uetikon am See: Wohnhaus,Hausteil 2,15900391,regional,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil",ÖREB,7/2/2000
Uetikon am See,Uetikon am See,8707,Alte Landstrasse 121,Uetikon am See: Haus «Zum Meiershof» mit Nebengebäuden,Wohnhaus,15900394,regional,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil",PD,30/3/1978
Uetikon am See,Uetikon am See,8707,Bergstrasse 175; Bergstrasse 177,,"Hausteil, weitgehend neu aufgebaut",15900290,-,,,PD,3/5/1999
Uetikon am See,Uetikon am See,8707,Gartenstrasse 26,Uetikon am See: Pfrundlokalität,Ref. Pfarrhaus,15900342,regional,28/12/1992,BDV Nr. 1012/1992 Pfannenstil,-,
Uetikon am See,Uetikon am See,8707,Kirchbühl,Uetikon am See: Pfrundlokalität,"Kirche, ref.",15900341,kantonal,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1012/1992 Pfannenstil",-,
Uetikon am See,Uetikon am See,8707,Schönaustrasse 15,,Weinbauernhaus,15900205,-,,,PD,9/7/1984
Uetikon am See,Uetikon am See,8707,Schützenhausstrasse 30,,Wohnhaus,15900520,regional,,Schriftliche Mitteilung an Beiständin der Eigentümerin mit Brief vom 4. Oktober 2013,-,
Uetikon am See,Uetikon am See,8707,Seestrasse 100a,"Uetikon am See: Chem. Fabrik Uetikon, Fabrikareal; Uetikon am See: Chem. Fabrik Uetikon, Wohnbauten",Fabrikgebäude,15900435,kantonal,,,-,
Uetikon am See,Uetikon am See,8707,Seestrasse 107,"Uetikon am See: Chem. Fabrik Uetikon, Fabrikareal; Uetikon am See: Chem. Fabrik Uetikon, Wohnbauten","Wohnhaus, Villa",15900410,kantonal,,,-,
Uetikon am See,Uetikon am See,8707,Seestrasse 108,"Uetikon am See: Chem. Fabrik Uetikon, Fabrikareal",Bürogebäude,15900689,kantonal,,,-,
Uetikon am See,Uetikon am See,8707,Seestrasse 152,,Landhaus Zum Langenbaum,15900467,regional,28/12/1992,BDV Nr. 1012/1992 Pfannenstil,ÖREB,29/8/2014
Uetikon am See,Uetikon am See,8707,Seestrasse 94a,"Uetikon am See: Chem. Fabrik Uetikon, Fabrikareal",Fabrikgebäude,15900444,kantonal,,,-,
Uetikon am See,Uetikon am See,8707,Seestrasse 95,"Uetikon am See: Chem. Fabrik Uetikon, Fabrikareal",Fabrikgebäude,15900415,kantonal,,,-,
Uetikon am See,Uetikon am See,8707,Seestrasse 97; Seestrasse 99,"Uetikon am See: Chem. Fabrik Uetikon, Fabrikareal; Uetikon am See: Chem. Fabrik Uetikon, Wohnbauten",Hausteile 1 und 2,15900413,kantonal,,,-,
Uetikon am See,Uetikon am See,8707,Tramstrasse 53,Uetikon am See: Wäckerlingstiftung,Pensionärenhaus,15900556,regional,28/12/1992,BDV Nr. 1012/1992 Pfannenstil,ÖREB,31/8/2007
Uetikon am See,Uetikon am See,8707,Tramstrasse 55,Uetikon am See: Wäckerlingstiftung,Hauptgebäude,15900528,regional,28/12/1992,BDV Nr. 1012/1992 Pfannenstil,ÖREB,23/2/2004
Uetikon am See,Uetikon am See,8707,Tramstrasse 55 bei,Uetikon am See: Wäckerlingstiftung,Grossviehscheune,15900176,regional,28/12/1992,BDV Nr. 1012/1992 Pfannenstil,-,
Uetikon am See,Uetikon am See,8707,Tramstrasse 57,Uetikon am See: Wäckerlingstiftung,Wäschereigebäude,15900563,regional,28/12/1992,BDV Nr. 1012/1992 Pfannenstil,ÖREB,31/8/2007
Uitikon,Uitikon,8142,Chapfstrasse 37,Uitikon: Doppelwohnhaus,Hausteil Ost,24800707,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Chapfstrasse 39,Uitikon: Doppelwohnhaus,Hausteil West,24800708,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 15,Uitikon: Terrassensiedlung Chilacher,Terrassenhausteil,24800684,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 15.3,Uitikon: Terrassensiedlung Chilacher,Garagen,24800685,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 17,Uitikon: Terrassensiedlung Chilacher,Terrassenhausteil,24800683,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 19,Uitikon: Terrassensiedlung Chilacher,Terrassenhausteil,24800682,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 21,Uitikon: Terrassensiedlung Chilacher,Terrassenhausteil,24800681,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 23,Uitikon: Terrassensiedlung Chilacher,Terrassenhausteil,24800689,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 23.1,Uitikon: Terrassensiedlung Chilacher,Garagen,24800690,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 25,Uitikon: Terrassensiedlung Chilacher,Terrassenhausteil,24800688,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 27,Uitikon: Terrassensiedlung Chilacher,Terrassenhausteil,24800687,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 29,Uitikon: Terrassensiedlung Chilacher,Terrassenhausteil,24800686,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 31,Uitikon: Terrassensiedlung Chilacher,Terrassenhausteil,24800694,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 31.1,Uitikon: Terrassensiedlung Chilacher,Garagen,24800695,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 33,Uitikon: Terrassensiedlung Chilacher,Terrassenhausteil,24800693,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 35,Uitikon: Terrassensiedlung Chilacher,Terrassenhausteil,24800692,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Husacherstrasse 37,Uitikon: Terrassensiedlung Chilacher,Terrassenhausteil,24800691,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Langwiesstrasse 36,,Wohnhaus,24800003,-,,,PD,13/2/1974
Uitikon,Uitikon,8142,Uetlibergstrasse 45.1,,Schulinternat Ringlikon,24800668,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon,8142,Zürcherstrasse 100,Uitikon: Kantonale Erziehungsanstalt,Ehem. Gerichtsherrenschloss,24800150,kantonal,19/12/1979,"RRB Nr. 1625/1984 Limmattal, RRB Nr. 5113/1979 Liste Kanton",-,
Uitikon,Uitikon,8142,Zürcherstrasse 50,,Ref. Kirche,24800071,kantonal,19/12/1979,"RRB Nr. 1625/1984 Limmattal, RRB Nr. 5113/1979 Liste Kanton",-,
Uitikon,Uitikon Waldegg,8142,Jurablick 1,Uitikon: Klubhaus «Jurablick»,Klubhaus «Jurablick»,24800001,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,ÖREB,28/1/2015
Uitikon,Uitikon Waldegg,8142,,Uitikon/Zürich: Sperrstelle 5082,Kleinunterstand A04911,,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon Waldegg,8142,,Uitikon/Zürich: Sperrstelle 5082,Kleinunterstand A04912,,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon Waldegg,8142,,Uitikon/Zürich: Sperrstelle 5082,Kleinunterstand A04913,,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon Waldegg,8142,,Uitikon/Zürich: Sperrstelle 5082,Kleinunterstand A04914,,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon Waldegg,8142,,Uitikon/Zürich: Sperrstelle 5082,Panzerhindernis T02510,,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon Waldegg,8142,,Uitikon/Zürich: Sperrstelle 5082,Panzerhindernis T02512,,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon Waldegg,8142,,Zürich/Uitikon/Schlieren: Sperrstelle 5053,Zugunterstand A04929,,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon Waldegg,8142,,Zürich/Uitikon/Schlieren: Sperrstelle 5053,Zugunterstand A04930,,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,Uitikon Waldegg,8142,,Zürich/Uitikon/Schlieren: Sperrstelle 5053,Zugunterstand A04931,,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,,,Jurablick 1 bei,Uitikon: Klubhaus «Jurablick»,Umgebungsgestaltung,,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Uitikon,,,,Uitikon/Zürich: Sperrstelle 5082,Halbzugsunterstand A04915,,kantonal,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Unterengstringen,Geroldswil,8954,Bergstrasse 15,,Wohn- und Atelierhaus,24900512,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Unterengstringen,Unterengstringen,8954,Büelstrasse 13,Unterengstringen: Primarschulanlage Büel; Unterengstringen: Schulhaus Büel B,Schulhaus Büel B,24400301,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Unterengstringen,Unterengstringen,8103,Chlosterstrasse 53,Unterengstringen: Kloster Fahr,Ehem. Meierhof,24900067,-,,,PD,28/6/1982
Unterengstringen,Unterengstringen,8103,Chlosterstrasse 66,Unterengstringen: Kloster Fahr,Ehem. Fährhaus,24900066,regional,19/12/1979,"RRB Nr. 1625/1984 Limmattal, RRB Nr. 5113/1979 Liste Kanton",-,
Unterengstringen,Unterengstringen,8103,Chlosterweg 16,,Atelierhaus Gubler,24900206,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Unterengstringen,Unterengstringen,8103,Dorfstrasse 49; Dorfstrasse 51,Unterengstringen: Altes Schulhaus mit Schopf,Wohnhaus,24900059,-,,,PD,24/10/1979
Unterengstringen,Unterengstringen,8103,Dorfstrasse 51.1,Unterengstringen: Altes Schulhaus mit Schopf,Schopf,24900061,-,,,PD,24/10/1979
Unterengstringen,Unterengstringen,8103,Sonnenberg 1,Unterengstringen: Landhaus «Sonnenberg» mit Gartenanlage und Nebengebäuden,Wohnhaus mit Anbau,24900001,regional,,"RRB Nr. 1625/1984 Limmattal, RRB Nr. 5113/1979 Liste Kanton",-,
Unterengstringen,Unterengstringen,8103,Sonnenberg 2,Unterengstringen: Landhaus «Sonnenberg» mit Gartenanlage und Nebengebäuden,Gärtenerhaus mit gewölbtem Keller,24900002,regional,,"RRB Nr. 1625/1984 Limmattal, RRB Nr. 5113/1979 Liste Kanton",-,
Unterengstringen,Unterengstringen,8103,Sonnenberg 3,Unterengstringen: Landhaus «Sonnenberg» mit Gartenanlage und Nebengebäuden,Pächterhaus,24900003,regional,19/12/1979,"RRB Nr. 1625/1984 Limmattal, RRB Nr. 5113/1979 Liste Kanton",-,
Unterengstringen,Unterengstringen,8103,Sonnenberg 6.1,Unterengstringen: Landhaus «Sonnenberg» mit Gartenanlage und Nebengebäuden,Gutsscheune,24900006,regional,,"RRB Nr. 1625/1984 Limmattal, RRB Nr. 5113/1979 Liste Kanton",PD,15/10/1998
Unterengstringen,Unterengstringen,8103,Sparrenbergstrasse 9,Unterengstringen: Landhaus Sparrenberg,Wohnhaus,24900012,kantonal,19/12/1979,"RRB Nr. 1625/1984 Limmattal, RRB Nr. 5113/1979 Liste Kanton",PD,8/11/1988
Unterengstringen,Unterengstringen,8103,Sparrenbergstrasse 9.1,Unterengstringen: Landhaus Sparrenberg,Gewächshaus,24900011,kantonal,19/12/1979,"RRB Nr. 1625/1984 Limmattal, RRB Nr. 5113/1979 Liste Kanton",PD,8/11/1988
Unterengstringen,Unterengstringen,8103,Sparrenbergstrasse 9a,Unterengstringen: Landhaus Sparrenberg,Wohnhaus,24900014,kantonal,19/12/1979,"RRB Nr. 1625/1984 Limmattal, RRB Nr. 5113/1979 Liste Kanton",PD,8/11/1988
Unterengstringen,Unterengstringen,8103,Sparrenbergstrasse 9b; Sparrenbergstrasse 9c,Unterengstringen: Landhaus Sparrenberg,Wohnhaus,24900013,kantonal,19/12/1979,"RRB Nr. 1625/1984 Limmattal, RRB Nr. 5113/1979 Liste Kanton",PD,8/11/1988
Unterengstringen,Unterengstringen,8103,Weidstrasse 13,Unterengstringen: Landhaus Zur Weid,Wohnhaus,24900008,regional,19/12/1979,"RRB Nr. 1625/1984 Limmattal, RRB Nr. 5113/1979 Liste Kanton",-,
Unterengstringen,,,Büelstrasse 13 bei,Unterengstringen: Primarschulanlage Büel; Unterengstringen: Schulhaus Büel B,Umgebungsgestaltung,,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Unterengstringen,,,Rebhaldenstrasse 44,,Architekteneigenheim,24900378,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Unterstammheim,Unterstammheim,8476,Bahnhofstrasse 1,Unterstammheim: Bahnhof SBB Station Stammheim,Aufnahmegebäude,29201249,regional,,,-,
Unterstammheim,Unterstammheim,8476,Bahnhofstrasse 1 bei,Unterstammheim: Bahnhof SBB Station Stammheim,Güterschuppen,29201252,regional,,,-,
Unterstammheim,Unterstammheim,8476,Bahnhofstrasse 1 bei,Unterstammheim: Bahnhof SBB Station Stammheim,Waaghaus,29201250,regional,,,-,
Unterstammheim,Unterstammheim,8476,Bahnhofstrasse 7,Unterstammheim: Oberstufenschulanlage Stammheim,Sekundarschulhaus von 1894,29201351,regional,,,-,
Unterstammheim,Unterstammheim,8476,Bätteli,Unterstammheim: Wasserreservoir,Wasserreservoir,,regional,,,-,
Unterstammheim,Unterstammheim,8476,Dorfplatz,,Gemeindebrunnen,,regional,,,-,
Unterstammheim,Unterstammheim,8476,Furtmühle 11,Unterstammheim: Furtmühle,Mühlengebäude,29201011,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,ÖREB,29/4/2016
Unterstammheim,Unterstammheim,8476,Gemeindehausplatz 2,Unterstammheim: Gemeindeliegenschaften,Gemeindehaus mit Ortsmuseum,29201098,kantonal,19/12/1979,RRB 5113/1979 Liste Kanton,PD,25/7/1960
Unterstammheim,Unterstammheim,8476,Hauptstrasse 11a; Hauptstrasse 11b,Unterstammheim: Hof Langhart,Bauernhaus,29201210,regional,,,-,
Unterstammheim,Unterstammheim,8476,Höhrainweg 2,,Chrischona-Kapelle,29201212,regional,16/4/1993,BDV Nr. 367/1993,ÖREB,6/7/1993
Unterstammheim,Unterstammheim,8476,In der Gasse 2,,"Bauernhaus, ehem.",29201026,-,,,PD,27/6/1983
Unterstammheim,Unterstammheim,8476,Kehlhofstrasse/Möhe,,Gemeindebrunnen,,regional,,,-,
Unterstammheim,Unterstammheim,8476,Kellhofstrasse 10,Unterstammheim: Hof Girsperger,Haupthaus,29201055,kantonal,19/12/1979,RRB 5113/1979 Liste Kanton,PD,10/1/1985
Unterstammheim,Unterstammheim,8476,Kellhofstrasse 10 bei,Unterstammheim: Hof Girsperger,Scheune,29201054,kantonal,,,-,
Unterstammheim,Unterstammheim,8476,Kellhofstrasse 10 bei,Unterstammheim: Hof Girsperger,Scheune,29201058,kantonal,,,PD,30/3/1995
Unterstammheim,Unterstammheim,8476,Kellhofstrasse 11,Unterstammheim: Hof Girsperger,Wohnhaus mit Scheune,29201048,-,,,PD,20/6/1984
Unterstammheim,Unterstammheim,8476,Kellhofstrasse 20,Unterstammheim: Hof Girsperger,Trottgebäude,29201053,kantonal,,,PD,9/10/1997
Unterstammheim,Unterstammheim,8476,Kellhofstrasse 21,Unterstammheim: Hof Küng,"Trotte, ehem.",29201025,regional,,,PD,23/6/1992
Unterstammheim,Unterstammheim,8476,Kellhofstrasse 23,Unterstammheim: Hof Küng,Bauernhaus,29201024,regional,30/10/2002,RRB Nr. 1804/2002 Einzelaufstufung,ÖREB,11/12/2002
Unterstammheim,Unterstammheim,8476,Kellhofstrasse 24,Unterstammheim: Hof Weiler,Ehem. Bauernhaus,29201022,regional,17/12/2004,BDV Nr. 354/2004 Einzelaufstufung,ÖREB,14/2/2005
Unterstammheim,Unterstammheim,8476,Kellhofstrasse 24 bei,Unterstammheim: Hof Weiler,Scheune,29201021,regional,,,-,
Unterstammheim,Unterstammheim,8476,Kellhofstrasse 24 bei,Unterstammheim: Hof Weiler,Trotthaus,4200023,regional,,,-,
Unterstammheim,Unterstammheim,8476,Kellhofstrasse 3,Unterstammheim: Wohnhaus «Zur Morgensonne» und Trotte,Wohnhaus,29201065,regional,,,-,
Unterstammheim,Unterstammheim,8476,Kellhofstrasse 3 bei,Unterstammheim: Wohnhaus «Zur Morgensonne» und Trotte,"Trotte, ehem.",4201066,regional,,,-,
Unterstammheim,Unterstammheim,8476,Kellhofstrasse 8,Unterstammheim: Hof Girsperger,"Speicher, ehem.",29201059,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,29/12/1981
Unterstammheim,Unterstammheim,8476,Kirchweg 1,Unterstammheim: Wächterhaus,Wohnhaus,29201088,regional,,,-,
Unterstammheim,Unterstammheim,8476,Kirchweg 2,,Hausteil 1-3,29201090,-,,,PD,24/1/1980
Unterstammheim,Unterstammheim,8476,Möhe 18,,"Bauernhaus, ehem.",29201035,-,,,PD,16/1/1974
Unterstammheim,Unterstammheim,8476,Möhe 18 bei,,"Trotte, ehem.",4200034,regional,,,-,
Unterstammheim,Unterstammheim,8476,Möhe 5,"Unterstammheim: Bauernhaus, ehem.","Ehem. Scheune, heute Wohnhaus",4200028,-,,,PD,2/10/1979
Unterstammheim,Unterstammheim,8476,Möhe 5,"Unterstammheim: Bauernhaus, ehem.",Hausteil Südost,4200028,-,,,PD,2/10/1979
Unterstammheim,Unterstammheim,8476,Neuhof,,Scheune,29201017,regional,,,-,
Unterstammheim,Unterstammheim,8476,Oberdorf  22 bei,Unterstammheim: Wächterhaus,Waschhaus,29201089,regional,,,-,
Unterstammheim,Unterstammheim,8476,Oberdorf 13,Unterstammheim: Pfrundliegenschaft,Pfarrhaus,29201031,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Unterstammheim,Unterstammheim,8476,Oberdorf 14,,Wohn- und Geschäftshaus,29201093,-,,,PD,21/12/1981
Unterstammheim,Unterstammheim,8476,Oberdorf 15,Unterstammheim: Pfrundliegenschaft,"Kirche, ref.",29201032,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,10/4/2003
Unterstammheim,Unterstammheim,8476,Oberdorf 6,Unterstammheim: Gemeindeliegenschaften,"Bauernhaus, heute Gemeindebüro",4200094,-,,,PD,19/5/1983
Unterstammheim,Unterstammheim,8476,Oberdorf 8,,"Bauernhaus, ehem.",4200095,-,,,PD,20/9/1982
Unterstammheim,Unterstammheim,8476,Oberdorf 9 bei,,"Trotte, ehem.",29201074,regional,19/12/1979,"RRB Nr. 5113/1979 Liste Kanton, BDV Nr. 1431/2016 Vertrag",ÖREB,3/10/2017
Unterstammheim,Unterstammheim,8476,Schmittenweg 1,,Schmiedewerkstatt mit Wohnung und angebauter Remise,29201183,-,,,PD,12/12/1983
Unterstammheim,Unterstammheim,8476,Sennegasse 10,,"Scheune, ehem.",29201173,-,,,PD,15/10/1984
Unterstammheim,Unterstammheim,8476,Sennegasse 12,Unterstammheim: Hof Höfli,Bauernhaus,4200174,regional,,,PD,16/10/1987
Unterstammheim,Unterstammheim,8476,Sennegasse 14a; Sennegasse 14b,Unterstammheim: Hof Höfli,Wohnhaus,29201175,regional,,,PD,30/12/1976
Unterstammheim,Unterstammheim,8476,Sennegasse 14b bei,Unterstammheim: Hof Höfli,Trotte/Scheune,29201176,regional,,,-,
Unterstammheim,Unterstammheim,8476,Sennegasse 18,,Wohnhaus,29201182,-,,,PD,12/12/1983
Unterstammheim,Unterstammheim,8476,Sennegasse 22,Unterstammheim: Alte Post,"Wirtschaft, ehem. und Postlokal",29201197,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Unterstammheim,Unterstammheim,8476,Sennegasse 22 bei,Unterstammheim: Alte Post,Waschhaus,29201198,regional,,,-,
Unterstammheim,Unterstammheim,8476,Sennegasse 37 bei,Unterstammheim: Alte Post,Scheune,29201199,regional,,,-,
Unterstammheim,Unterstammheim,8476,Sennegasse 5,,Bauernwohnhaus «Girsbergerhaus»,29201170,kantonal,19/12/1979,RRB 5113/1979 Liste Kanton,ÖREB,17/11/2011
Unterstammheim,Unterstammheim,8476,Ulmerhof 263,Unterstammheim: Aussiedlerhof Ulmerhof,Wohnhaus I mit Scheune,29201263,regional,,,-,
Unterstammheim,Unterstammheim,8476,Ulmerhof 265,Unterstammheim: Aussiedlerhof Ulmerhof,Wohnhaus II mit Scheune,29201263,regional,,,-,
Unterstammheim,Unterstammheim,8476,Unterdorf 24,,Wohnhaus mit Anbau,29201135,-,,,PD,26/7/1976
